date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:56:00	22768/22768	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/index.html	(from )
00:56:06	177/177	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202019%2021:43:12%20GMT	http://zoyothemes.com/robots.txt		(from )
00:56:06	32038/32038	---MCZ	200	added ('OK')	image/x-icon	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/images/favicon.ico	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/images/favicon.ico	(from http://zoyothemes.com/blogezy/)
00:56:07	124962/124962	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/css/bootstrap.min.css	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/css/bootstrap.min.css	(from http://zoyothemes.com/blogezy/)
00:56:07	2615/2615	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/css/metismenu.min.css	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/css/metismenu.min.css	(from http://zoyothemes.com/blogezy/)
00:56:07	82102/82102	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/css/materialdesignicons.min.css	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/css/materialdesignicons.min.css	(from http://zoyothemes.com/blogezy/)
00:56:08	13558/13558	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/css/style.css	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/css/style.css	(from http://zoyothemes.com/blogezy/)
00:56:08	1028/1028	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/css/default.css	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/css/default.css	(from http://zoyothemes.com/blogezy/)
00:56:08	22768/22768	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/index.html	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/index-2.html	(from http://zoyothemes.com/blogezy/)
00:56:09	4163/4163	---M--	200	added ('OK')	image/png	etag:%225a002bae-1043%22	http://zoyothemes.com/blogezy/images/logo.png	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/images/logo.png	(from http://zoyothemes.com/blogezy/)
00:56:09	28622/28622	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/standard-post.html	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/standard-post.html	(from http://zoyothemes.com/blogezy/)
00:56:10	29200/29200	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2009:30:22%20GMT	http://zoyothemes.com/blogezy/video-post.html	C:/My%20Web%20Sites/Blog-index/zoyothemes.com/blogezy/video-post.html	(from http://zoyothemes.com/blogezy/)
